feeder_code,lt_consumer_count,ht_consumer_count,lt_consumption,ht_consumption,lt_billed_amount,ht_billed_amount,lt_collected_amount,ht_collected_amount,month_date,month_name,month_number,si_no,region,circle,subdivision,section,substation_code,substation_name,feeder_line_length_km,manufacturer_name,msn,mf,mect,mept,mode,voltage_level,feeder_category,is_nfms_feeder,lat,long,dcu_no,division,feeder_name,year,month,Total_Billed_Amount,Total_Collection,Revenue_Gap,Total_Consumption
223805,1285.0,1.0,407403.0,44232.0,4703557.0,642396.0,4663649.0,642396.0,2025-04-01,April,4,57.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2238.0,USMAN ROAD SS,3.177,GENUS,19408762,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223805-11 kV ALPHA CENTER,2025,4,5345953.0,5306045.0,39908.0,451635.0
223804,931.0,1.0,224904.0,56040.0,2871399.0,704674.0,2889315.0,0.0,2025-04-01,April,4,56.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2238.0,USMAN ROAD SS,3.721,GENUS,19408980,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,Mylapore,223804-11 KV  RAJAN STREET,2025,4,3576073.0,2889315.0,686758.0,280944.0
223803,1017.0,1.0,142118.0,65943.0,2069139.0,416254.0,1680634.0,416254.0,2025-04-01,April,4,55.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2238.0,USMAN ROAD SS,3.865,GENUS,19408979,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223803-11 KV  BAZULLAH  ROAD,2025,4,2485393.0,2096888.0,388505.0,208061.0
223802,1583.0,0.0,1110921.0,,11056646.0,,10955223.0,,2025-04-01,April,4,162.0,Chennai North,Chennai  Central,USMAN ROAD,USMANROAD,2238.0,USMAN ROAD SS,2.621,GENUS,19408978,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223802-11 KV  CHARI STREET,2025,4,11056646.0,10955223.0,101423.0,1110921.0
223801,1294.0,1.0,324145.0,285585.0,4250464.0,3110298.0,4215163.0,3110298.0,2025-04-01,April,4,54.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2238.0,USMAN ROAD SS,,GENUS,19408977,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223801-11 KV  LOCAL,2025,4,7360762.0,7325461.0,35301.0,609730.0
223703,23.0,0.0,3169.0,,13890.0,,14028.0,,2025-04-01,April,4,,,,,,,,,,,,,,,,,,,,,,,2025,4,13890.0,14028.0,-138.0,3169.0
223701,364.0,0.0,36312.0,,185504.0,,185907.0,,2025-04-01,April,4,,,,,,,,,,,,,,,,,,,,,,,2025,4,185504.0,185907.0,-403.0,36312.0
223011,2393.0,1.0,270309.0,11716.0,2164712.0,196989.0,2101975.0,196989.0,2025-04-01,April,4,53.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,2.461,L and T,19410180,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223011-11 KV SOUTH WEST BOAG ROAD,2025,4,2361701.0,2298964.0,62737.0,282025.0
223010,327.0,0.0,125179.0,,1676359.0,,1669296.0,,2025-04-01,April,4,156.0,Chennai North,Chennai  Central,T NAGAR SOUTH,T.NAGAR SOUTH,2230.0,MHU COMPOUND SS 33 KV,1.856,L and T,19410179,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223010-11 KV Ramanathan Feeder,2025,4,1676359.0,1669296.0,7063.0,125179.0
223009,541.0,1.0,448910.0,18854.0,4424238.0,224995.0,4416120.0,224995.0,2025-04-01,April,4,52.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,1.415,L and T,X0857432,300.0,1.0,1.0,Output Feeder,11 KV,Non AG,NO,13.03035,80.23706,00457H21,TNagar,223009-11 KV Mambalam 0.25,2025,4,4649233.0,4641115.0,8118.0,467764.0
223008,1.0,0.0,5607.0,,118818.0,,,,2025-04-01,April,4,78.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2230.0,MHU COMPOUND SS 33 KV,1.109,HPL,05074287,300.0,300.0,100.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223008-SAIDAPET1,2025,4,118818.0,0.0,118818.0,5607.0
223006,111.0,2.0,111808.0,423111.0,1892169.0,5415403.0,2171195.0,5415403.0,2025-04-01,April,4,51.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,1.259,L and T,19409542,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223006-11 KV MOSQUE,2025,4,7307572.0,7586598.0,-279026.0,534919.0
223005,2839.0,1.0,226899.0,111365.0,2305342.0,1522807.0,2236712.0,1522807.0,2025-04-01,April,4,50.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,3.513,L and T,19409541,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223005-11 KV HOUSING BOARD,2025,4,3828149.0,3759519.0,68630.0,338264.0
223004,45.0,0.0,825.0,,1306.0,,1306.0,,2025-04-01,April,4,155.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR II,2230.0,MHU COMPOUND SS 33 KV,4.779,L and T,19409846,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223004-11 KV LOTUS COLONY,2025,4,1306.0,1306.0,0.0,825.0
223003,1248.0,2.0,408601.0,457599.0,4860640.0,5970547.0,4826767.0,5970547.0,2025-04-01,April,4,49.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,,L and T,19410176,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223003-11 KV USMAN ROAD,2025,4,10831187.0,10797314.0,33873.0,866200.0
223002,866.0,1.0,600181.0,126300.0,6435187.0,1676159.0,6184122.0,1676159.0,2025-04-01,April,4,48.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,2.576,L and T,19410178,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223002-11KV MOTHILAL FDR,2025,4,8111346.0,7860281.0,251065.0,726481.0
223001,2537.0,1.0,936847.0,106520.0,8779185.0,1531195.0,8714231.0,1531195.0,2025-04-01,April,4,47.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,3.639,L and T,19410177,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223001-11KV SADULLA FDR,2025,4,10310380.0,10245426.0,64954.0,1043367.0
222816,730.0,3.0,658776.0,145881.0,7087813.0,2026624.0,6967348.0,2026624.0,2025-04-01,April,4,46.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,,L and T,19409578,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.054,80.25,00458C22,Mylapore,222816-THIRUMURTHY NAGAR,2025,4,9114437.0,8993972.0,120465.0,804657.0
222810,103.0,1.0,212174.0,21030.0,2928815.0,433377.0,2854348.0,433377.0,2025-04-01,April,4,45.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,1.509,L and T,19409106,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0556,80.25248166,00458C22,Mylapore,222810-11 KV   CANARA BANK,2025,4,3362192.0,3287725.0,74467.0,233204.0
222809,2.0,1.0,5997.0,257502.0,188424.0,1485295.0,187354.0,1485295.0,2025-04-01,April,4,44.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,1.92,L and T,19408847,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0541087,80.250107,00458C22,Mylapore,222809-11 KV  TELEPHONE EXCHANGE,2025,4,1673719.0,1672649.0,1070.0,263499.0
222808,40.0,2.0,83330.0,288018.0,1141209.0,3137091.0,1130081.0,3137091.0,2025-04-01,April,4,43.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,2.795,HPL,19409290,400.0,400.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0548,80.2507761,00458C22,Mylapore,222808-11 KV    EGMORE,2025,4,4278300.0,4267172.0,11128.0,371348.0
222807,172.0,1.0,411113.0,622446.0,6124607.0,6221793.0,5999948.0,6221793.0,2025-04-01,April,4,42.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,1.172,L and T,19408846,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0541087,80.250107,00458C22,Mylapore,222807-11 KV   JAWAHAR PLAZA,2025,4,12346400.0,12221741.0,124659.0,1033559.0
222806,408.0,0.0,541128.0,,6264450.0,,6216800.0,,2025-04-01,April,4,161.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,,L and T,19409580,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0541087,80.250107,00458C22,Mylapore,222806-11 KV   LOCAL,2025,4,6264450.0,6216800.0,47650.0,541128.0
222805,992.0,2.0,435358.0,279298.0,6467762.0,3211629.0,6458460.0,3211629.0,2025-04-01,April,4,41.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,2.656,L and T,19408695,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0541087,80.250107,00458C22,Mylapore,222805-11 KV  MAHALINGAPURAM,2025,4,9679391.0,9670089.0,9302.0,714656.0
222804,230.0,0.0,145079.0,,1937360.0,,1899519.0,,2025-04-01,April,4,173.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,1.562,L and T,19408694,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0535,80.25089166,00458C22,Mylapore,222804-11 KV INDUSTRIAL,2025,4,1937360.0,1899519.0,37841.0,145079.0
222803,36.0,0.0,240779.0,,3985870.0,,3958141.0,,2025-04-01,April,4,174.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,1.767,L and T,19409577,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0531,80.25138166,00458C22,Mylapore,222803-11 KV  ADAYAR,2025,4,3985870.0,3958141.0,27729.0,240779.0
222801,309.0,2.0,158892.0,422186.0,2425345.0,5172189.0,2423890.0,5172189.0,2025-04-01,April,4,40.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,2.411,L and T,19409110,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0541087,80.250107,00458C22,Mylapore,222801-11 KV  GEMINI,2025,4,7597534.0,7596079.0,1455.0,581078.0
222727,304.0,0.0,24699.0,,369699.0,,369699.0,,2025-04-01,April,4,195.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2227.0,SAIDAPET 3311KV SS,,SECURE,Q0792320,40000.0,400.0,100.0,Output Feeder,11 KV,Non AG,NO,13.024,80.23,00453H21,TNagar,222727-11KV PANPET,2025,4,369699.0,369699.0,0.0,24699.0
222724,1558.0,1.0,512388.0,31998.0,2984382.0,350874.0,2732568.0,350874.0,2025-04-01,April,4,39.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2227.0,SAIDAPET 3311KV SS,3.159,L and T,19409046,600.0,600.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222724-11 KV  SASTHRI NAGAR,2025,4,3335256.0,3083442.0,251814.0,544386.0
222723,1925.0,0.0,45119.0,,509761.0,,509761.0,,2025-04-01,April,4,160.0,Chennai North,Chennai  Central,SAIDAPET,SAIDAPET EAST,2227.0,SAIDAPET 3311KV SS,1.875,GENUS,19409425,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222723-11 KV  TOADHUNTER NAGAR,2025,4,509761.0,509761.0,0.0,45119.0
222708,4885.0,0.0,1138410.0,,7709772.0,,7579914.0,,2025-04-01,April,4,76.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2227.0,SAIDAPET 3311KV SS,3.028,L and T,19409048,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222708-11 KV  LEVEL CRASSING,2025,4,7709772.0,7579914.0,129858.0,1138410.0
222707,210.0,1.0,128124.0,,1954601.0,,1955893.0,,2025-04-01,April,4,38.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2227.0,SAIDAPET 3311KV SS,4.263,L and T,19409424,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222707-11 KV  NANDANAM,2025,4,1954601.0,1955893.0,-1292.0,128124.0
222706,937.0,0.0,157390.0,,1371893.0,,1330939.0,,2025-04-01,April,4,74.0,Chennai North,Chennai  Central,T NAGAR SOUTH,T.NAGAR SOUTH,2227.0,SAIDAPET 3311KV SS,3.731,L and T,19409047,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222706-11 KV  CIT NAGAR,2025,4,1371893.0,1330939.0,40954.0,157390.0
222705,2978.0,0.0,1091613.0,,8472443.0,,8281030.0,,2025-04-01,April,4,73.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2227.0,SAIDAPET 3311KV SS,,L and T,19408925,600.0,600.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222705-11 KV 0.25  MHU (SAIDAPETSS),2025,4,8472443.0,8281030.0,191413.0,1091613.0
222704,2305.0,0.0,202440.0,,1889576.0,,1882799.0,,2025-04-01,April,4,75.0,Chennai North,Chennai  Central,SAIDAPET,SAIDAPET EAST,2227.0,SAIDAPET 3311KV SS,5.011,L and T,19408924,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222704-11 KV  Saidapet ,2025,4,1889576.0,1882799.0,6777.0,202440.0
222703,2889.0,0.0,900643.0,,6428249.0,,6055219.0,,2025-04-01,April,4,72.0,Chennai North,Chennai  Central,SAIDAPET,SAIDAPET EAST,2227.0,SAIDAPET 3311KV SS,4.247,L and T,19408923,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222703-11 KV  GUINDY,2025,4,6428249.0,6055219.0,373030.0,900643.0
222702,527.0,1.0,12334.0,57368.0,82010.0,910008.0,52346.0,910008.0,2025-04-01,April,4,37.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2227.0,SAIDAPET 3311KV SS,1.66,L and T,19408922,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222702-11 KV  RAJBHAVAN,2025,4,992018.0,962354.0,29664.0,69702.0
222701,4839.0,0.0,895055.0,,4554584.0,,4485372.0,,2025-04-01,April,4,71.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2227.0,SAIDAPET 3311KV SS,3.458,L and T,19408921,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222701-11 KV  KULAKARAI,2025,4,4554584.0,4485372.0,69212.0,895055.0
222626,634.0,0.0,391820.0,,4232905.0,,4221189.0,,2025-04-01,April,4,158.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.001,L and T,19408788,600.0,100.0,600.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222626-11KV ARCOT STREET,2025,4,4232905.0,4221189.0,11716.0,391820.0
222624,419.0,1.0,445776.0,125287.0,5019070.0,1813597.0,4972864.0,1813597.0,2025-04-01,April,4,35.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.337,L and T,19408790,300.0,100.0,300.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222624-11 KV TTD,2025,4,6832667.0,6786461.0,46206.0,571063.0
222623,231.0,1.0,52628.0,435708.0,879355.0,3923625.0,880607.0,3923625.0,2025-04-01,April,4,34.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,0.991,L and T,19408904,300.0,100.0,300.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222623-11 KVHOLY ANGLES,2025,4,4802980.0,4804232.0,-1252.0,488336.0
222622,643.0,0.0,135318.0,,1920062.0,,1908252.0,,2025-04-01,April,4,171.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,1.412,SECURE,Q0792322,30000.0,100.0,300.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222622-11 KVPONDY BAZAAR,2025,4,1920062.0,1908252.0,11810.0,135318.0
222620,1441.0,1.0,522878.0,46854.0,5284585.0,622463.0,5118974.0,622463.0,2025-04-01,April,4,33.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,3.267,HPL,05021959,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222620-11 KV RAMAN,2025,4,5907048.0,5741437.0,165611.0,569732.0
222617,481.0,2.0,514911.0,119038.0,6951987.0,1057033.0,7064870.0,1057033.0,2025-04-01,April,4,32.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,3.676,L and T,19408862,300.0,100.0,300.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222617-11 KV NORTH USMAN ROAD,2025,4,8009020.0,8121903.0,-112883.0,633949.0
222611,586.0,1.0,448525.0,63644.0,5579378.0,658659.0,5346108.0,658659.0,2025-04-01,April,4,31.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,,HPL,05021689,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222611-11 KV LOCAL,2025,4,6238037.0,6004767.0,233270.0,512169.0
222610,376.0,1.0,233639.0,360114.0,2732910.0,4164716.0,2735894.0,4164716.0,2025-04-01,April,4,30.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,1.733,L and T,19409924,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222610-11 KV ELDAMS,2025,4,6897626.0,6900610.0,-2984.0,593753.0
222609,1235.0,0.0,808351.0,,8084858.0,,8036153.0,,2025-04-01,April,4,159.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR CENTRAL,2226.0,MAMBALAM 33 KV,3.741,HPL,05021684,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222609-11 KV ADYAR GATE,2025,4,8084858.0,8036153.0,48705.0,808351.0
222608,525.0,2.0,113976.0,417290.0,1414123.0,3519195.0,1419213.0,3519195.0,2025-04-01,April,4,29.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.4,HPL,05021960,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222608-11 KV V. R .C ROAD,2025,4,4933318.0,4938408.0,-5090.0,531266.0
222606,726.0,1.0,395752.0,78462.0,3975237.0,1329494.0,3884741.0,1329494.0,2025-04-01,April,4,28.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.803,L and T,19408864,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222606-11 KV ALAIYAMMAN,2025,4,5304731.0,5214235.0,90496.0,474214.0
222605,804.0,1.0,610221.0,29441.0,6843873.0,624340.0,6851934.0,624340.0,2025-04-01,April,4,27.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.511,HPL,Q0792274,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222605-11 KV RAMASAMY,2025,4,7468213.0,7476274.0,-8061.0,639662.0
222604,612.0,1.0,589475.0,181476.0,6797748.0,707856.0,6674452.0,707856.0,2025-04-01,April,4,26.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.518,HPL,05021954,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222604-11 KV RAJAMANNAR,2025,4,7505604.0,7382308.0,123296.0,770951.0
222603,808.0,3.0,703969.0,123805.0,7499979.0,1708889.0,7419596.0,1708889.0,2025-04-01,April,4,25.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,1.748,HPL,05021953,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222603-11 KV BASHYAM ,2025,4,9208868.0,9128485.0,80383.0,827774.0
222602,115.0,4.0,232079.0,614572.0,3169673.0,5709367.0,3093963.0,5709367.0,2025-04-01,April,4,24.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.776,HPL,05021952,400.0,100.0,400.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222602-11 KV PANAGAL,2025,4,8879040.0,8803330.0,75710.0,846651.0
222515,1436.0,0.0,556305.0,,3805311.0,,3524833.0,,2025-04-01,April,4,68.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2225.0,WEST MAMBALAM 33 KV,1.9,L and T,19408920,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222515 11 KV  ARANGHANATHAN,2025,4,3805311.0,3524833.0,280478.0,556305.0
222514,1695.0,0.0,526601.0,,3260938.0,,3245584.0,,2025-04-01,April,4,1.0,Chennai North,Chennai  Central,WEST MAMBALAM I,WEST MAMBALAM I,2225.0,WEST MAMBALAM 33 KV,4.731,L and T,19408748,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222514-11 KV   KALIKOIL,2025,4,3260938.0,3245584.0,15354.0,526601.0
222513,1360.0,0.0,502538.0,,3271985.0,,3154480.0,,2025-04-01,April,4,69.0,Chennai North,Chennai  Central,WEST MAMBALAM I,WEST MAMBALAM I,2225.0,WEST MAMBALAM 33 KV,6.989,L and T,19410000,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222513-11 KV    UMAPATHY,2025,4,3271985.0,3154480.0,117505.0,502538.0
222512,1527.0,0.0,345889.0,,1983632.0,,1954273.0,,2025-04-01,April,4,67.0,Chennai North,Chennai  Central,WEST MAMBALAM II,WEST MAMBALAM II,2225.0,WEST MAMBALAM 33 KV,3.369,L and T,19409849,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222512 11 KV  MANGADUU,2025,4,1983632.0,1954273.0,29359.0,345889.0
222509,512.0,0.0,217947.0,,1329930.0,,1341271.0,,2025-04-01,April,4,65.0,Chennai North,Chennai  Central,WEST MAMBALAM I,WEST MAMBALAM I,2225.0,WEST MAMBALAM 33 KV,2.288,L and T,19409850,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222509 11KV BRINDAVAN FDR,2025,4,1329930.0,1341271.0,-11341.0,217947.0
222508,3351.0,1.0,1192583.0,8267.0,6901550.0,131766.0,6828338.0,131766.0,2025-04-01,April,4,23.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2225.0,WEST MAMBALAM 33 KV,4.387,L and T,19409847,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222508-11 KV   REDDYKUPPAM (PS),2025,4,7033316.0,6960104.0,73212.0,1200850.0
222507,2061.0,0.0,508524.0,,4127896.0,,4041334.0,,2025-04-01,April,4,63.0,Chennai North,Chennai  Central,WEST MAMBALAM II,WEST MAMBALAM II,2225.0,WEST MAMBALAM 33 KV,,L and T,19408747,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,22250711 KV ELLAIAMMAN FDR,2025,4,4127896.0,4041334.0,86562.0,508524.0
222506,2760.0,0.0,981926.0,,8099880.0,,8084199.0,,2025-04-01,April,4,64.0,Chennai North,Chennai  Central,WEST MAMBALAM I,WEST MAMBALAM I,2225.0,WEST MAMBALAM 33 KV,3.17,L and T,19408749,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,22250611 KV JUBLIE RD FDR,2025,4,8099880.0,8084199.0,15681.0,981926.0
222505,476.0,0.0,24598.0,,287242.0,,209852.0,,2025-04-01,April,4,61.0,Chennai North,Chennai  Central,T NAGAR SOUTH,T.NAGAR SOUTH,2225.0,WEST MAMBALAM 33 KV,0.936,L and T,19409999,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222505-11 KV ESWARAN KOIL   FDR,2025,4,287242.0,209852.0,77390.0,24598.0
222504,567.0,0.0,172226.0,,982500.0,,974169.0,,2025-04-01,April,4,66.0,Chennai North,Chennai  Central,USMAN ROAD,USMANROAD,2225.0,WEST MAMBALAM 33 KV,3.362,L and T,19409996,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.034181,80.225898,00456H21,TNagar,222504 11 KV CMWSSB FDR,2025,4,982500.0,974169.0,8331.0,172226.0
